id,center,x,y
329,0,-97.958214,30.300255
330,0,-97.919351,30.184255
331,0,-97.926602,30.188936
332,0,-97.925439,30.200102
333,0,-97.917718,30.177899
334,0,-97.923147,30.190587
335,0,-97.922521,30.190322
336,0,-97.92178,30.186723
337,0,-97.910679,30.190276
338,0,-97.93587,30.206342
339,0,-97.935247,30.206016
340,0,-97.918804,30.183089
341,0,-97.920923,30.189535
342,0,-97.915251,30.19781
343,0,-97.92052,30.204746
344,0,-97.922128,30.188225
345,0,-97.919146,30.186574
346,0,-97.916295,30.178526
347,0,-97.918059,30.180681
348,0,-97.91876,30.183962
349,0,-97.925745,30.186846
350,0,-97.924568,30.179125
351,0,-97.918884,30.187222
352,0,-97.918938,30.197169
353,0,-97.920865,30.177183
354,0,-97.92733,30.18168
355,0,-97.921981,30.189159
356,0,-97.927841,30.185989
357,0,-97.938605,30.204225
358,0,-97.918433,30.191628
359,0,-97.919541,30.21277
360,0,-97.922757,30.198842
361,0,-97.938316,30.203187
362,0,-97.915738,30.190922
363,0,-97.910533,30.193641
364,0,-97.918135,30.211257
365,0,-97.915024,30.197502
366,0,-97.921464,30.188351
367,0,-97.912028,30.192263
368,0,-97.924934,30.187475
369,0,-97.907525,30.195863
370,0,-97.938496,30.204928
371,0,-97.92003,30.179935
372,0,-97.937318,30.206549
373,0,-97.918766,30.181184
374,0,-97.920507,30.204976
375,0,-97.91823,30.201339
376,0,-97.916472,30.190674
377,0,-97.918316,30.177598
378,0,-97.919133,30.185633
379,0,-97.917204,30.185082
380,0,-97.919512,30.198521
381,0,-97.915087,30.190259
382,0,-97.915413,30.195866
383,0,-97.914788,30.199161
384,0,-97.921145,30.180318
385,0,-97.926013,30.189499
386,0,-97.927801,30.186448
387,0,-97.91464,30.195412
388,0,-97.910553,30.190838
389,0,-97.916773,30.197723
390,0,-97.913042,30.193658
391,0,-97.911988,30.191745
392,0,-97.921064,30.201351
393,0,-97.9227,30.188539
394,0,-97.916391,30.19271
395,0,-97.91733,30.192382
396,0,-97.909377,30.193241
397,0,-97.926505,30.203511
398,0,-97.920943,30.187636
399,0,-97.91728,30.20093
400,0,-97.911887,30.195408
401,0,-97.92038,30.179327
402,0,-97.918302,30.180238
403,0,-97.927132,30.183372
404,0,-97.919324,30.198218
405,0,-97.919803,30.186431
406,0,-97.921827,30.17797
407,0,-97.916258,30.196394
408,0,-97.915742,30.19152
409,0,-97.919537,30.206684
410,0,-97.918295,30.186742
411,0,-97.918606,30.192562
412,0,-97.921342,30.188826
413,0,-97.922324,30.17934
414,0,-97.921627,30.183166
415,0,-97.920313,30.198032
416,0,-97.924755,30.185639
417,0,-97.917188,30.200349
418,0,-97.915946,30.191896
419,0,-97.91622,30.192399
420,0,-97.925937,30.187458
421,0,-97.914719,30.212814
422,0,-97.915998,30.200653
423,0,-97.910649,30.192119
424,0,-97.937011,30.20244
425,0,-97.922272,30.214096
426,0,-97.910735,30.193901
427,0,-97.920508,30.204694
428,0,-97.927506,30.204168
429,0,-97.909284,30.194754
430,0,-97.919177,30.184759
431,0,-97.920066,30.185489
432,0,-97.917463,30.178847
433,0,-97.922875,30.188288
434,0,-97.917916,30.199206
435,0,-97.923173,30.189729
436,1,-97.938273,30.205523
437,0,-97.923087,30.186383
438,0,-97.913792,30.196414
439,0,-97.918204,30.192577
440,0,-97.912934,30.194438
441,0,-97.910505,30.195157
442,0,-97.90988,30.194401
443,0,-97.929119,30.196661
444,0,-97.920668,30.177852
445,0,-97.919823,30.178575
446,0,-97.915562,30.198379
447,0,-97.912543,30.193136
448,0,-97.916868,30.196759
449,0,-97.921619,30.201386
450,0,-97.937197,30.20245
451,0,-97.920588,30.181712
452,0,-97.913,30.196001
453,0,-97.905657,30.378263
454,0,-97.908514,30.380861
455,0,-97.906231,30.366881
456,0,-97.907209,30.370295
457,0,-97.90895,30.38093
458,0,-97.908137,30.370193
459,0,-97.90742,30.368158
460,0,-97.908594,30.378638
461,0,-97.907533,30.379811
462,0,-97.907039,30.377529
463,0,-97.906499,30.367157
464,0,-97.909943,30.380932
465,0,-97.911885,30.377666
466,0,-97.905679,30.378579
467,0,-97.91233,30.371123
468,0,-97.91003,30.379112
469,0,-97.909474,30.378954
470,0,-97.910821,30.380298
471,0,-97.906246,30.379263
472,0,-97.906987,30.369453
473,0,-97.956249,30.354415
474,0,-97.948864,30.360622
475,0,-97.964178,30.34248
476,0,-97.966684,30.346035
477,0,-97.955789,30.367348
478,0,-97.963531,30.367951
479,0,-97.976787,30.343222
480,0,-97.96271,30.357113
481,0,-97.961428,30.343183
482,0,-97.968399,30.351588
483,0,-97.965966,30.357243
484,0,-97.97539,30.358764
485,0,-97.971807,30.365325
486,0,-97.960046,30.349971
487,0,-97.95361,30.369091
488,0,-97.963921,30.354336
489,0,-97.974084,30.356639
490,0,-97.964485,30.337266
491,0,-97.957585,30.35504
492,0,-97.960708,30.345871
493,0,-97.9731,30.36132
494,0,-97.952478,30.352591
495,0,-97.961946,30.362935
496,0,-97.961084,30.348053
497,0,-97.966427,30.356185
498,0,-97.96357,30.346272
499,0,-97.955379,30.353993
500,0,-97.959833,30.350261
501,0,-97.953338,30.353026
502,0,-97.961399,30.363871
503,0,-97.975165,30.362382
504,0,-97.968,30.355197
505,0,-97.947152,30.361939
506,0,-97.948829,30.362793
507,0,-97.95407,30.368929
508,0,-97.962109,30.371015
509,0,-97.976354,30.343513
510,0,-97.96526,30.360738
511,0,-97.96244,30.345111
512,0,-97.957958,30.345029
513,0,-97.96304,30.34429
514,0,-97.972123,30.361807
515,0,-97.969871,30.354431
516,1,-97.958828,30.345295
517,0,-97.959765,30.345582
518,0,-97.977318,30.35805
519,0,-97.958969,30.372668
520,0,-97.960758,30.369355
521,0,-97.96478,30.354968
522,0,-97.977063,30.343482
523,0,-97.967318,30.360888
524,0,-97.954925,30.353779
525,0,-97.972827,30.35684
526,0,-97.962972,30.34598
527,0,-97.962297,30.358619
528,0,-97.955928,30.36935
529,0,-97.971725,30.363985
530,0,-97.946689,30.36025
531,0,-97.974375,30.341377
532,0,-97.957631,30.352314
533,0,-97.966791,30.350828
534,0,-97.954177,30.350023
535,0,-97.961729,30.371938
536,0,-97.954128,30.352239
537,0,-97.96558,30.35564
538,0,-97.976232,30.347461
539,0,-97.970413,30.342515
540,0,-97.9745,30.343361
541,0,-97.962052,30.368341
542,0,-97.973854,30.35437
543,0,-97.967814,30.363845
544,0,-97.977606,30.359832
545,0,-97.954408,30.368299
546,0,-97.953034,30.370077
547,0,-97.958132,30.353248
548,0,-97.96296,30.353356
549,0,-97.97594,30.35916
550,0,-97.977725,30.340752
551,0,-97.960934,30.362458
552,0,-97.963294,30.345457
553,0,-97.967341,30.352915
554,0,-97.965172,30.356274
555,0,-97.975674,30.354898
556,0,-97.958968,30.353829
557,0,-97.975754,30.361961
558,0,-97.960859,30.361794
559,0,-97.977193,30.353267
560,0,-97.954018,30.350932
561,0,-97.974786,30.343014
562,0,-97.975317,30.341029
563,0,-97.960619,30.346849
564,0,-97.971455,30.356225
565,0,-97.97438,30.340839
566,0,-97.971927,30.360614
567,0,-97.962538,30.354215
568,0,-97.958052,30.346036
569,0,-97.975892,30.360831
570,0,-97.967602,30.354383
571,0,-97.964525,30.353421
572,0,-97.960652,30.355191
573,0,-97.975235,30.347457
574,0,-97.959105,30.351259
575,0,-97.954012,30.369766
576,0,-97.97826,30.35716
577,1,-97.964885,30.347997
578,0,-97.963009,30.360514
579,0,-97.955294,30.366688
580,0,-97.971457,30.356074
581,0,-97.979093,30.355867
582,0,-97.963212,30.349044
583,0,-97.956998,30.352555
584,0,-97.966264,30.347016
585,0,-97.969483,30.344874
586,0,-97.966569,30.363923
587,0,-97.951873,30.36481
588,0,-97.967132,30.340865
589,0,-97.964238,30.34495
590,0,-97.956096,30.368121
591,0,-97.954126,30.353398
592,0,-97.975371,30.342601
593,0,-97.959969,30.368703
594,0,-97.961431,30.34503
595,0,-97.96329,30.357017
596,0,-97.973314,30.341365
597,0,-97.957581,30.351605
598,0,-97.962354,30.350533
599,0,-97.953673,30.350945
600,0,-97.97992,30.356364
601,0,-97.974365,30.341579
602,0,-97.959789,30.353526
603,0,-97.970056,30.362816
604,0,-97.96551,30.360012
605,0,-97.971391,30.353066
606,0,-98.028667,30.284555
607,0,-97.955617,30.300516
608,0,-97.961621,30.308825
609,0,-97.953622,30.297508
610,0,-97.960108,30.301529
611,0,-98.034733,30.29024
612,0,-98.043314,30.301966
613,0,-98.03024,30.288301
614,0,-98.040535,30.307342
615,0,-98.010836,30.298994
616,0,-97.935743,30.288949
617,0,-98.035399,30.287968
618,1,-97.960536,30.29303
619,0,-98.030911,30.285892
620,0,-98.045779,30.294751
621,0,-98.065836,30.286483
622,0,-98.033299,30.287556
623,0,-98.045605,30.294591
624,0,-97.983761,30.313764
625,0,-98.026312,30.285721
626,0,-97.93297,30.287262
627,0,-97.957383,30.311799
628,0,-98.038608,30.301117
629,0,-97.94381,30.292009
630,0,-97.943929,30.284504
631,0,-97.96483,30.310134
632,0,-98.012818,30.301168
633,0,-97.960773,30.296882
634,0,-97.963526,30.293649
635,0,-98.044661,30.293402
636,0,-97.938937,30.284289
637,0,-97.961478,30.297728
638,0,-97.953357,30.290552
639,0,-97.93506,30.28783
640,0,-97.959512,30.313659
641,0,-97.944217,30.289876
642,0,-97.939609,30.283183
643,0,-98.035755,30.289308
644,0,-97.952437,30.30014
645,0,-97.94456,30.282445
646,0,-98.047422,30.297119
647,1,-98.034557,30.290066
648,0,-97.951779,30.306388
649,0,-97.94645,30.293493
650,0,-97.983032,30.31366
651,0,-98.031864,30.302307
652,0,-98.015063,30.306919
653,0,-97.982094,30.31127
654,0,-98.029236,30.283491
655,0,-98.044447,30.293091
656,0,-98.028676,30.281561
657,0,-97.960476,30.313872
658,0,-98.04861,30.292103
659,0,-98.046487,30.295486
660,0,-98.014305,30.303882
661,0,-97.951415,30.299763
662,0,-98.030166,30.282294
663,0,-97.946469,30.292594
664,0,-97.966005,30.289833
665,0,-98.028853,30.281273
666,0,-97.955207,30.297263
667,0,-97.950864,30.30019
668,0,-98.02787,30.282886
669,0,-98.026493,30.28731
670,0,-97.998926,30.301651
671,0,-97.962513,30.292869
672,0,-98.041499,30.305745
673,0,-98.028139,30.282364
674,0,-97.935607,30.288483
675,0,-98.029173,30.288098
676,0,-97.954776,30.299241
677,0,-97.965491,30.3114
678,0,-97.944124,30.290708
679,0,-98.027184,30.287848
680,0,-98.036511,30.288966
681,0,-98.047887,30.301839
682,0,-98.031852,30.286705
683,0,-98.025829,30.281105
684,0,-98.047316,30.299344
685,0,-98.041914,30.299064
686,0,-98.003092,30.32922
687,0,-97.978379,30.334457
688,0,-97.9879,30.355954
689,0,-97.977918,30.34391
690,0,-97.99724,30.341098
691,0,-97.985598,30.351543
692,0,-97.973612,30.328398
693,0,-97.983189,30.343049
694,0,-97.998092,30.334369
695,0,-97.987312,30.359271
696,0,-97.99419,30.33636
697,0,-97.971639,30.33021
698,0,-97.98462,30.359372
699,0,-97.961519,30.342992
700,0,-97.994544,30.330928
701,0,-97.959607,30.346542
702,0,-97.976097,30.342996
703,1,-97.990277,30.356545
704,0,-98.006153,30.326421
705,0,-97.980984,30.361057
706,0,-98.002693,30.32769
707,0,-97.975051,30.342305
708,0,-97.982664,30.351794
709,0,-97.985035,30.364959
710,0,-97.960085,30.345682
711,0,-97.977316,30.349102
712,0,-97.962535,30.344016
713,0,-98.001341,30.334947
714,0,-97.982171,30.344418
715,0,-97.981628,30.352282
716,0,-97.978408,30.343954
717,0,-97.962831,30.339429
718,0,-98.00131,30.336467
719,0,-97.970394,30.342544
720,0,-97.983588,30.352857
721,0,-97.982859,30.352924
722,0,-97.958806,30.34529
723,0,-97.994778,30.331949
724,0,-97.979528,30.341483
725,0,-97.980234,30.34111
726,0,-97.994738,30.338168
727,0,-97.974476,30.327669
728,1,-97.985174,30.333664
729,0,-97.979691,30.336651
730,0,-98.003808,30.321768
731,0,-97.978357,30.344395
732,0,-98.011262,30.327917
733,0,-98.011719,30.325514
734,0,-97.961312,30.34668
735,0,-97.993486,30.339045
736,0,-97.980662,30.337592
737,0,-97.98493,30.357209
738,0,-97.980465,30.346858
739,0,-97.976919,30.341601
740,0,-97.990482,30.335296
741,0,-97.983318,30.341277
742,0,-98.000557,30.330029
743,0,-97.991519,30.339448
744,0,-97.997632,30.343052
745,0,-97.975001,30.340184
746,0,-97.95695,30.34516
747,0,-97.983649,30.345332
748,0,-97.984553,30.345915
749,0,-97.976171,30.344028
750,0,-97.995532,30.331222
751,0,-97.97773,30.346645
752,0,-98.010698,30.32799
753,0,-98.00262,30.336487
754,0,-97.985366,30.340666
755,0,-97.991501,30.338676
756,0,-97.983099,30.364407
757,0,-97.985524,30.35462
758,0,-97.979991,30.339855
759,0,-97.994372,30.337176
760,0,-97.989391,30.336516
761,0,-97.987442,30.353413
762,0,-97.983565,30.359592
763,0,-98.008771,30.326883
764,0,-97.976035,30.326901
765,0,-97.992789,30.338265
766,0,-98.003739,30.330064
767,0,-97.991147,30.355432
768,0,-97.994111,30.331026
769,1,-97.982958,30.348141
770,0,-97.982526,30.344666
771,0,-97.979141,30.341731
772,0,-97.979224,30.344966
773,1,-97.97788,30.335963
774,0,-98.004175,30.334695
775,0,-97.98926,30.358034
776,0,-97.9806,30.340329
777,0,-97.990803,30.334073
778,0,-97.98501,30.36809
779,0,-98.00787,30.330497
780,0,-98.006374,30.328817
781,0,-97.997694,30.335329
782,0,-97.978329,30.342268
783,0,-97.989409,30.355126
784,0,-98.00392,30.335488
785,0,-97.998837,30.33957
786,0,-97.998882,30.334956
787,0,-97.985531,30.355939
788,0,-97.987611,30.350233
789,0,-97.957896,30.345012
790,0,-97.960152,30.346706
791,0,-97.979946,30.337537
792,0,-97.961709,30.347331
793,0,-97.993683,30.339762
794,0,-98.012323,30.325966
795,0,-97.978242,30.338083
796,0,-97.989542,30.353812
797,0,-97.979763,30.33379
798,0,-97.984973,30.366757
799,0,-97.978998,30.348934
800,0,-97.984664,30.334749
801,0,-97.987646,30.349557
802,0,-97.964633,30.344121
803,0,-97.991991,30.357155
804,0,-97.928956,30.404558
805,0,-97.929538,30.402728
806,0,-97.936409,30.372057
807,0,-97.92019,30.38258
808,0,-97.914823,30.394185
809,0,-97.918881,30.390796
810,0,-97.923962,30.416391
811,0,-97.930969,30.406647
812,0,-97.921501,30.391191
813,0,-97.913292,30.396532
814,0,-97.920934,30.371992
815,0,-97.917913,30.383805
816,0,-97.918557,30.410931
817,0,-97.923301,30.420106
818,0,-97.932547,30.407611
819,0,-97.932986,30.378472
820,0,-97.922194,30.40044
821,0,-97.923039,30.379508
822,0,-97.929089,30.383312
823,0,-97.922374,30.420854
824,0,-97.934776,30.385615
825,0,-97.920482,30.414659
826,0,-97.922704,30.40179
827,0,-97.923679,30.418773
828,0,-97.928683,30.414668
829,0,-97.941664,30.42123
830,0,-97.925943,30.385074
831,0,-97.935078,30.376383
832,0,-97.925033,30.402072
833,0,-97.923861,30.377845
834,0,-97.931361,30.406984
835,0,-97.937111,30.392249
836,0,-97.936966,30.430318
837,0,-97.916034,30.375955
838,0,-97.915889,30.405944
839,0,-97.93667,30.419549
840,0,-97.927144,30.428127
841,0,-97.93755,30.415178
842,0,-97.921911,30.415378
843,0,-97.924935,30.412147
844,0,-97.930646,30.38118
845,0,-97.932741,30.389183
846,0,-97.924309,30.38081
847,0,-97.918767,30.382095
848,0,-97.925514,30.387691
849,0,-97.927183,30.38654
850,0,-97.916412,30.412602
851,0,-97.926869,30.394336
852,0,-97.919592,30.418216
853,0,-97.934142,30.372001
854,0,-97.922754,30.374261
855,0,-97.922449,30.411743
856,0,-97.942569,30.417886
857,0,-97.931077,30.378645
858,0,-97.935927,30.393468
859,0,-97.944113,30.418492
860,0,-97.937987,30.427202
861,0,-97.92,30.385972
862,0,-97.9161,30.377377
863,0,-97.920418,30.375214
864,0,-97.930611,30.401715
865,0,-97.919252,30.417505
866,0,-97.919563,30.37487
867,0,-97.924013,30.420015
868,0,-97.919185,30.393556
869,0,-97.92897,30.397641
870,0,-97.929876,30.415387
871,0,-97.921792,30.416588
872,0,-97.916698,30.38116
873,0,-97.918737,30.412232
874,0,-97.917288,30.384492
875,0,-97.938978,30.388795
876,0,-97.921304,30.380893
877,0,-97.933821,30.370544
878,0,-97.921146,30.419716
879,0,-97.9231,30.417328
880,0,-97.915992,30.37627
881,0,-97.925106,30.378709
882,0,-97.916672,30.380834
883,0,-97.932724,30.408129
884,0,-97.921605,30.400466
885,0,-97.920453,30.383733
886,0,-97.923754,30.416435
887,0,-97.928889,30.374822
888,0,-97.923615,30.384824
889,0,-97.944568,30.418611
890,0,-97.924458,30.415254
891,0,-97.915687,30.370746
892,0,-97.922431,30.395961
893,0,-97.93174,30.389111
894,0,-97.937912,30.429452
895,0,-97.933573,30.371107
896,0,-97.919036,30.382634
897,0,-97.930669,30.376009
898,0,-97.92373,30.407285
899,0,-97.943336,30.421848
900,0,-97.920901,30.412199
901,0,-97.933802,30.422822
902,1,-97.925634,30.406656
903,0,-97.920208,30.415679
904,0,-97.929699,30.396633
905,0,-97.945358,30.429011
906,0,-97.91808,30.414995
907,0,-97.919085,30.385547
908,0,-97.918761,30.374008
909,0,-97.925102,30.404009
910,0,-97.920838,30.416332
911,0,-97.924526,30.408272
912,0,-97.929438,30.406453
913,0,-97.930005,30.389141
914,0,-97.930973,30.380807
915,0,-97.920406,30.412284
916,0,-97.927909,30.384872
917,0,-97.926241,30.417362
918,0,-97.924556,30.375486
919,0,-97.935931,30.424711
920,0,-97.928782,30.379389
921,0,-97.931428,30.374289
922,0,-97.92024,30.397211
923,0,-97.936354,30.393709
924,0,-97.94507,30.429061
925,0,-97.93605,30.428124
926,0,-97.937188,30.392844
927,0,-97.940208,30.424434
928,0,-97.923675,30.393651
929,0,-97.932001,30.388604
930,0,-97.94231,30.417371
931,0,-97.917523,30.392401
