id,center,x,y
329,0,-98.046797,30.295974
330,0,-98.027743,30.286029
331,0,-97.929815,30.288117
332,0,-97.939711,30.28812
333,0,-97.930254,30.290502
334,0,-98.011277,30.299242
335,0,-97.92274,30.29521
336,0,-97.984293,30.314632
337,0,-98.031662,30.286879
338,0,-97.963889,30.301669
339,0,-97.999597,30.306391
340,0,-98.044149,30.295805
341,0,-98.031316,30.285102
342,0,-97.944909,30.2921
343,0,-97.920245,30.293497
344,0,-97.960495,30.314224
345,0,-98.030758,30.289583
346,0,-98.036515,30.289017
347,0,-97.958,30.292165
348,0,-98.02908,30.28314
349,0,-97.985729,30.307419
350,0,-97.962113,30.294629
351,0,-97.956524,30.295385
352,0,-97.918559,30.295802
353,0,-97.926242,30.305227
354,0,-98.039474,30.305627
355,0,-98.035235,30.288195
356,0,-97.960811,30.300005
357,0,-98.040538,30.307334
358,0,-97.95315,30.29935
359,0,-97.921531,30.294219
360,0,-98.016008,30.309787
361,0,-97.951487,30.301671
362,0,-97.948874,30.294839
363,0,-98.028416,30.281876
364,0,-97.944171,30.291322
365,0,-97.952162,30.298771
366,0,-98.045447,30.303443
367,0,-98.045253,30.29422
368,0,-98.02727,30.28789
369,0,-97.967223,30.290668
370,0,-98.03022,30.282458
371,0,-97.92173,30.305434
372,0,-98.00479,30.30098
373,0,-97.945242,30.283712
374,0,-97.93003,30.28927
375,0,-97.92949,30.29596
376,0,-97.921793,30.306572
377,0,-97.928583,30.291524
378,0,-98.047477,30.298267
379,0,-98.012993,30.304222
380,0,-97.943864,30.28775
381,0,-97.938628,30.289541
382,0,-97.964369,30.29493
383,0,-98.038548,30.297986
384,0,-97.920481,30.29604
385,0,-98.00594,30.299237
386,0,-98.041958,30.298851
387,0,-98.040793,30.29678
388,0,-98.029328,30.287767
389,0,-97.924643,30.304854
390,0,-98.004996,30.300658
391,0,-98.035695,30.28937
392,0,-97.98145,30.30556
393,0,-98.026401,30.286409
394,0,-98.036435,30.290755
395,0,-98.026279,30.285513
396,0,-97.923561,30.304424
397,0,-97.958697,30.3138
398,0,-98.026598,30.287502
399,0,-98.029929,30.287389
400,0,-97.932301,30.293629
401,0,-97.929581,30.290019
402,0,-97.928084,30.302805
403,0,-97.928839,30.294509
404,0,-97.920294,30.284227
405,0,-97.92485,30.306519
406,0,-98.029069,30.280758
407,0,-97.943705,30.291962
408,0,-97.94078,30.288018
409,0,-98.044659,30.298699
410,0,-98.038707,30.296895
411,0,-97.965448,30.291837
412,0,-98.030271,30.288194
413,0,-97.955431,30.294935
414,0,-97.96585,30.293952
415,0,-98.04424,30.292787
416,0,-97.959657,30.314199
417,0,-97.944211,30.2899
418,0,-98.057293,30.295585
419,0,-97.936467,30.289741
420,0,-98.029256,30.282537
421,0,-98.051866,30.294776
422,0,-98.034687,30.288956
423,0,-97.927378,30.290539
424,0,-97.950554,30.300677
425,0,-98.028863,30.284575
426,0,-97.920359,30.306759
427,0,-97.949096,30.293804
428,0,-98.04222,30.305391
429,0,-98.02778,30.286984
430,0,-97.929296,30.29461
431,0,-97.984092,30.313807
432,0,-98.038607,30.299285
433,0,-97.94984,30.2974
434,0,-98.027011,30.286095
435,0,-98.029871,30.280638
436,0,-98.042579,30.30287
437,0,-97.962859,30.313966
438,0,-97.932764,30.289287
439,0,-97.933661,30.294386
440,0,-98.030771,30.286166
441,0,-97.956097,30.297748
442,0,-97.957509,30.297862
443,0,-98.015382,30.303487
444,0,-98.027768,30.284618
445,0,-97.95238,30.301419
446,0,-98.050049,30.294963
447,0,-97.980725,30.309193
448,0,-97.958214,30.300255
449,0,-97.919351,30.184255
450,0,-97.926602,30.188936
451,0,-97.925439,30.200102
452,0,-97.901303,30.1948
453,0,-97.917718,30.177899
454,0,-97.923147,30.190587
455,0,-97.922521,30.190322
456,0,-97.92178,30.186723
457,0,-97.910679,30.190276
458,0,-97.93587,30.206342
459,0,-97.935247,30.206016
460,0,-97.918804,30.183089
461,0,-97.898774,30.197402
462,0,-97.920923,30.189535
463,0,-97.915251,30.19781
464,0,-97.92052,30.204746
465,0,-97.922128,30.188225
466,0,-97.919146,30.186574
467,0,-97.916295,30.178526
468,0,-97.902616,30.197007
469,0,-97.918059,30.180681
470,0,-97.91876,30.183962
471,0,-97.898411,30.198087
472,0,-97.898613,30.199534
473,0,-97.925745,30.186846
474,0,-97.89499,30.193823
475,0,-97.924568,30.179125
476,0,-97.918884,30.187222
477,0,-97.902547,30.19477
478,0,-97.918938,30.197169
479,0,-97.904116,30.197713
480,0,-97.920865,30.177183
481,0,-97.899835,30.195454
482,0,-97.904374,30.194588
483,0,-97.896154,30.193367
484,0,-97.894059,30.191188
485,0,-97.904689,30.194955
486,0,-97.893019,30.189503
487,0,-97.92733,30.18168
488,0,-97.895826,30.186481
489,0,-97.901124,30.196015
490,0,-97.921981,30.189159
491,0,-97.927841,30.185989
492,0,-97.938605,30.204225
493,0,-97.918433,30.191628
494,0,-97.901718,30.198202
495,0,-97.919541,30.21277
496,0,-97.896997,30.198867
497,0,-97.922757,30.198842
498,0,-97.938316,30.203187
499,0,-97.898292,30.196523
500,0,-97.894454,30.190147
501,0,-97.915738,30.190922
502,0,-97.910533,30.193641
503,0,-97.918135,30.211257
504,0,-97.895962,30.191938
505,0,-97.915024,30.197502
506,0,-97.921464,30.188351
507,0,-97.898527,30.195387
508,0,-97.912028,30.192263
509,0,-97.924934,30.187475
510,0,-97.907525,30.195863
511,0,-97.938496,30.204928
512,0,-97.895628,30.191804
513,0,-97.895109,30.191539
514,0,-97.92003,30.179935
515,0,-97.937318,30.206549
516,0,-97.918766,30.181184
517,0,-97.901524,30.196995
518,0,-97.902801,30.195524
519,0,-97.920507,30.204976
520,0,-97.91823,30.201339
521,0,-97.901327,30.198877
522,0,-97.916472,30.190674
523,0,-97.918316,30.177598
524,0,-97.919133,30.185633
525,0,-97.917204,30.185082
526,0,-97.919512,30.198521
527,0,-97.915087,30.190259
528,0,-97.915413,30.195866
529,0,-97.914788,30.199161
530,0,-97.921145,30.180318
531,0,-97.899463,30.196614
532,0,-97.926013,30.189499
533,0,-97.927801,30.186448
534,0,-97.91464,30.195412
535,0,-97.910553,30.190838
536,0,-97.916773,30.197723
537,0,-97.913042,30.193658
538,0,-97.911988,30.191745
539,0,-97.891971,30.190623
540,0,-97.921064,30.201351
541,0,-97.9227,30.188539
542,0,-97.905152,30.195705
543,0,-97.89255,30.189881
544,0,-97.895697,30.187918
545,0,-97.898904,30.199826
546,0,-97.916391,30.19271
547,0,-97.91733,30.192382
548,0,-97.909377,30.193241
549,0,-97.926505,30.203511
550,0,-97.903416,30.194332
551,0,-97.903036,30.195973
552,0,-97.894429,30.192175
553,0,-97.896133,30.189183
554,0,-97.920943,30.187636
555,0,-97.899925,30.199006
556,0,-97.91728,30.20093
557,0,-97.911887,30.195408
558,0,-97.92038,30.179327
559,0,-97.918302,30.180238
560,0,-97.927132,30.183372
561,0,-97.919324,30.198218
562,0,-97.919803,30.186431
563,0,-97.896656,30.197242
564,0,-97.896289,30.192829
565,0,-97.902403,30.196189
566,0,-97.921827,30.17797
567,0,-97.916258,30.196394
568,0,-97.894603,30.187133
569,0,-97.915742,30.19152
570,0,-97.919537,30.206684
571,0,-97.918295,30.186742
572,0,-97.918606,30.192562
573,0,-97.921342,30.188826
574,0,-97.922324,30.17934
575,0,-97.921627,30.183166
576,0,-97.920313,30.198032
577,0,-97.924755,30.185639
578,0,-97.899577,30.195859
579,0,-97.895274,30.187148
580,0,-97.917188,30.200349
581,0,-97.915946,30.191896
582,0,-97.91622,30.192399
583,0,-97.925937,30.187458
584,0,-97.914719,30.212814
585,0,-97.915998,30.200653
586,0,-97.910649,30.192119
587,0,-97.896028,30.186647
588,0,-97.937011,30.20244
589,0,-97.922272,30.214096
590,0,-97.910735,30.193901
591,0,-97.8977,30.197518
592,0,-97.920508,30.204694
593,0,-97.927506,30.204168
594,0,-97.909284,30.194754
595,0,-97.919177,30.184759
596,0,-97.920066,30.185489
597,0,-97.917463,30.178847
598,0,-97.922875,30.188288
599,0,-97.895543,30.187596
600,0,-97.899405,30.200061
601,0,-97.917916,30.199206
602,0,-97.923173,30.189729
603,0,-97.938273,30.205523
604,0,-97.923087,30.186383
605,0,-97.913792,30.196414
606,0,-97.918204,30.192577
607,0,-97.912934,30.194438
608,0,-97.910505,30.195157
609,0,-97.901957,30.194315
610,0,-97.90988,30.194401
611,0,-97.929119,30.196661
612,0,-97.920668,30.177852
613,0,-97.894465,30.191862
614,0,-97.919823,30.178575
615,0,-97.897611,30.195994
616,0,-97.894904,30.189612
617,0,-97.915562,30.198379
618,0,-97.896371,30.187202
619,0,-97.912543,30.193136
620,0,-97.916868,30.196759
621,0,-97.921619,30.201386
622,0,-97.937197,30.20245
623,0,-97.897335,30.188534
624,0,-97.920588,30.181712
625,0,-97.903234,30.196272
626,0,-97.913,30.196001
627,0,-97.825994,30.182761
628,0,-97.827636,30.177561
629,0,-97.835267,30.186653
630,0,-97.839081,30.177291
631,0,-97.83915,30.176419
632,0,-97.823803,30.18759
633,0,-97.84228,30.175533
634,0,-97.84069,30.177129
635,0,-97.822985,30.185498
636,0,-97.825412,30.184578
637,0,-97.829102,30.177728
638,0,-97.843025,30.17606
639,0,-97.828512,30.186207
640,0,-97.835875,30.184762
641,0,-97.830113,30.188549
642,0,-97.835217,30.185925
643,0,-97.83139,30.184301
644,0,-97.830092,30.176377
645,0,-97.834635,30.185201
646,0,-97.842233,30.176857
647,0,-97.823698,30.178064
648,0,-97.824341,30.180975
649,0,-97.834545,30.174119
650,0,-97.843364,30.17486
651,0,-97.836411,30.189059
652,0,-97.823015,30.181294
653,0,-97.831528,30.173338
654,0,-97.829081,30.178157
655,0,-97.838887,30.184394
656,0,-97.82854,30.189147
657,0,-97.835331,30.189676
658,0,-97.821666,30.187049
659,0,-97.821855,30.180892
660,0,-97.827567,30.189283
661,0,-97.83067,30.170743
662,0,-97.827419,30.178481
663,0,-97.827978,30.177729
664,0,-97.82828,30.190454
665,0,-97.839682,30.177588
666,0,-97.82813,30.180359
667,0,-97.843992,30.178034
668,0,-97.830853,30.178098
669,0,-97.826832,30.174872
670,0,-97.830687,30.174182
671,0,-97.827121,30.189981
672,0,-97.83399,30.180911
673,0,-97.831913,30.178912
674,0,-97.829415,30.186371
675,0,-97.83089,30.191065
676,0,-97.832151,30.172544
677,0,-97.833528,30.179732
678,0,-97.835753,30.18151
679,0,-97.838112,30.186822
680,0,-97.825338,30.183508
681,0,-97.830619,30.168491
682,0,-97.839513,30.176577
683,0,-97.828105,30.186832
684,0,-97.838062,30.185245
685,0,-97.83659,30.17822
686,0,-97.82834,30.178947
687,0,-97.82511,30.182329
688,0,-97.84252,30.174291
689,0,-97.83574,30.179099
690,0,-97.836076,30.186033
691,0,-97.83037,30.19058
692,0,-97.833977,30.184366
693,0,-97.835553,30.181836
694,0,-97.822822,30.184382
695,0,-97.831643,30.182499
696,0,-97.82869,30.172691
697,0,-97.835249,30.185881
698,0,-97.826264,30.184988
699,0,-97.826822,30.183168
700,0,-97.825716,30.17957
701,0,-97.8324,30.190053
702,0,-97.836044,30.189549
703,0,-97.836408,30.17871
704,0,-97.827383,30.182758
705,0,-97.831973,30.177132
706,0,-97.834464,30.175856
707,0,-97.83478,30.190216
708,0,-97.840291,30.177877
709,0,-97.824109,30.185001
710,0,-97.830117,30.183881
711,0,-97.828757,30.187375
712,0,-97.839336,30.181514
713,0,-97.823369,30.185673
714,0,-97.838527,30.177005
715,0,-97.824085,30.192168
716,0,-97.832672,30.182469
717,0,-97.826719,30.177026
718,0,-97.827994,30.190472
719,0,-97.824914,30.180854
720,0,-97.827531,30.186
721,0,-97.822039,30.187225
722,0,-97.827216,30.190396
723,0,-97.838573,30.180293
724,0,-97.828758,30.169496
725,0,-97.842871,30.174389
726,0,-97.83728,30.182897
727,0,-97.893863,30.372321
728,0,-97.89739,30.376297
729,0,-97.886289,30.364369
730,0,-97.901804,30.361594
731,0,-97.893418,30.349547
732,0,-97.896646,30.376649
733,0,-97.890052,30.357138
734,0,-97.891296,30.380585
735,0,-97.894475,30.380345
736,0,-97.902796,30.378212
737,0,-97.887446,30.360164
738,0,-97.897716,30.365146
739,0,-97.887439,30.355175
740,0,-97.890385,30.355279
741,0,-97.898074,30.369009
742,0,-97.884391,30.373584
743,0,-97.905657,30.378263
744,0,-97.8986,30.365355
745,0,-97.898893,30.375318
746,0,-97.893624,30.353225
747,0,-97.89127,30.375199
748,0,-97.893901,30.352606
749,0,-97.908514,30.380861
750,0,-97.892992,30.354377
751,0,-97.906231,30.366881
752,0,-97.888215,30.351715
753,0,-97.89778,30.37901
754,0,-97.89406,30.34545
755,0,-97.903441,30.360463
756,0,-97.8914,30.371951
757,0,-97.900818,30.371912
758,0,-97.89221,30.363145
759,0,-97.89567,30.343911
760,0,-97.890852,30.371266
761,0,-97.888202,30.354605
762,0,-97.891742,30.381421
763,0,-97.888189,30.354059
764,0,-97.898437,30.371869
765,0,-97.889028,30.352249
766,0,-97.887023,30.359621
767,0,-97.891565,30.378535
768,0,-97.907209,30.370295
769,0,-97.89225,30.3755
770,0,-97.895694,30.349843
771,0,-97.89606,30.375911
772,0,-97.89821,30.36753
773,0,-97.888426,30.349178
774,0,-97.886136,30.358237
775,0,-97.891366,30.350775
776,0,-97.892251,30.377241
777,0,-97.90895,30.38093
778,0,-97.889046,30.377944
779,0,-97.893312,30.362416
780,0,-97.908137,30.370193
781,0,-97.895868,30.369955
782,0,-97.898128,30.377871
783,0,-97.886587,30.362071
784,0,-97.89202,30.379288
785,0,-97.900947,30.372763
786,0,-97.904681,30.377532
787,0,-97.891609,30.366122
788,0,-97.885525,30.381285
789,0,-97.8874,30.377581
790,0,-97.89252,30.3639
791,0,-97.893475,30.350789
792,0,-97.899809,30.37707
793,0,-97.885901,30.359957
794,0,-97.888017,30.358082
795,0,-97.896165,30.368087
796,0,-97.900248,30.372885
797,0,-97.896951,30.366636
798,0,-97.90742,30.368158
799,0,-97.889216,30.379997
800,0,-97.908594,30.378638
801,0,-97.893066,30.36313
802,0,-97.899854,30.371976
803,0,-97.89234,30.382312
804,0,-97.89439,30.372969
805,0,-97.907533,30.379811
806,0,-97.895165,30.368027
807,0,-97.89923,30.380421
808,0,-97.904548,30.363716
809,0,-97.885828,30.380227
810,0,-97.88824,30.373721
811,0,-97.90463,30.379578
812,0,-97.889161,30.372741
813,0,-97.887848,30.353409
814,0,-97.893671,30.364745
815,0,-97.894078,30.374482
816,0,-97.893577,30.373576
817,0,-97.894881,30.374223
818,0,-97.907039,30.377529
819,0,-97.891315,30.376273
820,0,-97.906499,30.367157
821,0,-97.893914,30.37297
822,0,-97.900952,30.370714
823,0,-97.898145,30.370157
824,0,-97.890891,30.379116
825,0,-97.892542,30.353783
826,0,-97.888917,30.37744
827,0,-97.891548,30.347094
828,0,-97.894495,30.368483
829,0,-97.896858,30.377446
830,0,-97.909943,30.380932
831,0,-97.893923,30.37151
832,0,-97.897218,30.370325
833,0,-97.890543,30.37987
834,0,-97.89532,30.373639
835,0,-97.886344,30.380899
836,0,-97.911885,30.377666
837,0,-97.889042,30.377254
838,0,-97.905679,30.378579
839,0,-97.91233,30.371123
840,0,-97.894774,30.375562
841,0,-97.898827,30.3657
842,0,-97.896323,30.377565
843,0,-97.88623,30.358954
844,0,-97.897186,30.372118
845,0,-97.89354,30.364039
846,0,-97.888318,30.349691
847,0,-97.903407,30.378589
848,0,-97.892745,30.380639
849,0,-97.898336,30.36779
850,0,-97.91003,30.379112
851,0,-97.896649,30.369336
852,0,-97.903985,30.362863
853,0,-97.893299,30.35225
854,0,-97.891818,30.354966
855,0,-97.897721,30.366123
856,0,-97.888898,30.378705
857,0,-97.895665,30.368663
858,0,-97.897234,30.375701
859,0,-97.88647,30.362509
860,0,-97.895362,30.372683
861,0,-97.909474,30.378954
862,0,-97.894929,30.372161
863,0,-97.885075,30.359462
864,0,-97.892789,30.37909
865,0,-97.90105,30.362592
866,0,-97.887438,30.350372
867,0,-97.899081,30.37168
868,0,-97.889491,30.374589
869,0,-97.897146,30.369162
870,0,-97.887151,30.351168
871,0,-97.893753,30.372724
872,0,-97.896407,30.370928
873,0,-97.893571,30.346813
874,0,-97.88946,30.373795
875,0,-97.910821,30.380298
876,0,-97.893092,30.347399
877,0,-97.889029,30.357645
878,0,-97.894039,30.382046
879,0,-97.896275,30.350658
880,0,-97.893588,30.374474
881,0,-97.895856,30.377289
882,0,-97.888836,30.378919
883,0,-97.892941,30.369897
884,0,-97.893989,30.347136
885,0,-97.893104,30.380329
886,0,-97.893613,30.375125
887,0,-97.892304,30.379978
888,0,-97.899501,30.370046
889,0,-97.897053,30.372472
890,0,-97.887687,30.360747
891,0,-97.895264,30.35151
892,0,-97.887429,30.381334
893,0,-97.906246,30.379263
894,0,-97.888876,30.379734
895,0,-97.902202,30.379645
896,0,-97.891103,30.371466
897,0,-97.886979,30.382002
898,0,-97.901406,30.362052
899,0,-97.889384,30.373498
900,0,-97.906987,30.369453
901,0,-97.892211,30.380912
902,0,-97.894602,30.350562
903,0,-97.887141,30.357424
904,0,-97.956249,30.354415
905,0,-97.948864,30.360622
906,0,-97.964178,30.34248
907,0,-97.966684,30.346035
908,0,-97.955789,30.367348
909,0,-97.963531,30.367951
910,0,-97.976787,30.343222
911,0,-97.96271,30.357113
912,0,-97.961428,30.343183
913,0,-97.968399,30.351588
914,0,-97.965966,30.357243
915,0,-97.97539,30.358764
916,0,-97.971807,30.365325
917,0,-97.960046,30.349971
918,0,-97.95361,30.369091
919,0,-97.963921,30.354336
920,0,-97.974084,30.356639
921,0,-97.964485,30.337266
922,0,-97.957585,30.35504
923,0,-97.960708,30.345871
924,0,-97.9731,30.36132
925,0,-97.952478,30.352591
926,0,-97.961946,30.362935
927,0,-97.961084,30.348053
928,0,-97.966427,30.356185
929,0,-97.96357,30.346272
930,0,-97.955379,30.353993
931,0,-97.959833,30.350261
